user_id,name,email_address,username,date_of_birth,gender,location,membership_start_date,membership_end_date,subscription_plan,payment_information,renewal_status,usage_frequency,purchase_history,favorite_genres,devices_used,engagement_metrics,feedback_ratings,customer_support_interactions,age,tenure_days,days_since_start,days_to_expiry,usage_score,engagement_score_num,support_interaction_rate,feedback_x_support,behavior_score,support_intensity,engagement_score,plan_type_num,plan_tenure_interaction,feedback_bucket,loyalty_score,loyalty_segment,expiry_urgency,engagement_per_day,support_vs_engagement,is_expiring_soon,high_support,is_monthly,low_engagement,new_customer,expiry_risk,payment_risk,monthly_user,churn_risk_score,engagement_vs_support,engagement_drop,norm_engagement_drop,norm_support_ratio,norm_feedback,churn_probability,churn_risk_percent,risk_level,churn,predicted_churn_prob,predicted_churn,biz_user_id,biz_name,biz_email_address,biz_username,biz_date_of_birth,biz_gender,biz_location,biz_membership_start_date,biz_membership_end_date,biz_subscription_plan,biz_predicted_churn,biz_churn_probability,biz_churn_risk_percent,biz_leave_probability_percent,biz_risk_level,biz_outcome,biz_loyalty_score,biz_engagement_vs_support,biz_monthly_user,biz_new_customer,biz_high_support,biz_low_engagement,biz_days_to_expiry,biz_feedback_ratings,biz_churn,biz_predicted_churn.1,biz_retention_strategy,biz_cross_recommendation
11,Douglas Hampton,tonya16@example.com,tonya16,1997-11-28,Female,Cynthiaport,2024-03-24,2025-03-24,Monthly,Visa,Manual,Regular,Books,Documentary,Smart TV,Low,4.0,1,27.4,365,387,-22,2,1,0.0027397260273972603,4.0,7.0,0.00273224043715847,0.56,1,365,Good,0.7180000000000001,Medium,22,0.0015300546448087434,0.641025641025641,1,0,1,0,0,1,0,1,0.7,0.28,0.0015300546448087434,0.44020488501208554,0.08888887656296467,0.200000159999968,0.4426662403608619,44.266624036086185,Medium,0,0.4426662403608619,0,11,Douglas Hampton,tonya16@example.com,tonya16,1997-11-28,Female,Cynthiaport,2024-03-24,2025-03-24,Monthly,0,0.4289671645859144,42.9,42.9,Medium,About to Leave,0.7180000000000001,0.28,1,0,0,0,-22,4.0,0,0,Send renewal reminder | Offer Annual Plan discount | Recommend personalized content,
12,Andrew Gomez,brian80@example.org,brian80,1952-09-08,Female,Hillberg,2024-03-07,2025-03-07,Annual,Amex,Manual,Regular,Books,Horror,Smart TV,Low,4.4,6,72.6,365,404,-39,2,1,0.01643835616438356,26.400000000000002,7.4,0.01639344262295082,0.5760000000000001,2,730,Good,0.6888000000000001,Medium,39,0.0015737704918032788,3.807106598984771,1,1,0,0,0,1,1,0,0.65,0.0822857142857143,0.0015737704918032788,0.4242107388695737,0.5279187085211606,0.12000017599996471,0.43613456828033703,43.613456828033705,Medium,0,0.43613456828033703,0,12,Andrew Gomez,brian80@example.org,brian80,1952-09-08,Female,Hillberg,2024-03-07,2025-03-07,Annual,0,0.4567615762222802,45.68,45.68,Medium,About to Leave,0.6888000000000001,0.0822857142857143,0,0,1,0,-39,4.4,0,0,Send renewal reminder | Assign priority support | Recommend personalized content,
13,Kevin Mayo,hochoa@example.net,hochoa,1981-11-18,Female,Michaeltown,2024-01-10,2025-01-09,Monthly,Amex,Auto-renew,Regular,Clothing,Action,Tablet,Medium,4.7,0,43.4,365,461,-96,2,2,0.0,0.0,8.7,0.0,0.7213333333333334,1,365,Excellent,0.8044000000000001,Very very Loyal,96,0.001970856102003643,0.0,1,0,1,0,0,1,1,1,0.7,0.7213333333333334,0.001970856102003643,0.27893057807509125,0.0,0.06000018799996243,0.4143549581868824,41.43549581868824,Medium,0,0.4143549581868824,0,13,Kevin Mayo,hochoa@example.net,hochoa,1981-11-18,Female,Michaeltown,2024-01-10,2025-01-09,Monthly,0,0.4059167584858242,40.59,40.59,Medium,About to Leave,0.8044000000000001,0.7213333333333334,1,0,0,0,-96,4.7,0,0,Send renewal reminder | Offer Annual Plan discount | Recommend personalized content,
14,Gregory Thomas,egriffin@example.com,egriffin,1989-08-17,Female,Harrisport,2024-01-07,2025-01-06,Annual,Amex,Auto-renew,Frequent,Books,Horror,Tablet,Medium,3.8,0,35.7,365,464,-99,3,2,0.0,0.0,8.8,0.0,0.8186666666666668,2,730,Average,0.7976000000000001,Very very Loyal,99,0.002236794171220401,0.0,1,0,0,0,0,1,1,0,0.5,0.8186666666666668,0.002236794171220401,0.18163285570814414,0.0,0.2400001519999696,0.2663467881846167,26.634678818461673,Low,0,0.2663467881846167,0,14,Gregory Thomas,egriffin@example.com,egriffin,1989-08-17,Female,Harrisport,2024-01-07,2025-01-06,Annual,0,0.2518041874134561,25.18,25.18,Low,Loyal,0.7976000000000001,0.8186666666666668,0,0,0,0,-99,3.8,0,0,Send renewal reminder | Recommend personalized content,Recommend reading/documentary combo | Recommend mobile premium pack | Offer loyalty reward / premium upsell
15,Melanie Burns,meyerstacy@example.net,meyerstacy,2003-04-07,Male,East Janetfurt,2024-02-23,2025-02-22,Annual,Visa,Manual,Regular,Clothing,Sci-Fi,Smartphone,Medium,4.9,10,22.0,365,417,-52,2,2,0.0273972602739726,49.0,8.9,0.0273224043715847,0.7293333333333334,2,730,Excellent,0.7148000000000001,Medium,52,0.001992714025500911,5.782575173477255,1,1,0,0,0,1,0,0,0.65,0.06630303030303031,0.001992714025500911,0.2709335050038353,0.8018503128656026,0.020000195999960724,0.4280831511749209,42.80831511749209,Medium,0,0.4280831511749209,0,15,Melanie Burns,meyerstacy@example.net,meyerstacy,2003-04-07,Male,East Janetfurt,2024-02-23,2025-02-22,Annual,0,0.4169869374680426,41.7,41.7,Medium,About to Leave,0.7148000000000001,0.0663030303030303,0,0,1,0,-52,4.9,0,0,Send renewal reminder | Assign priority support | Recommend personalized content,
16,Brittany Crane,jasonbowers@example.org,jasonbowers,1993-03-19,Female,Port Jeremyfurt,2024-01-03,2025-01-02,Annual,Amex,Manual,Occasional,Books,Horror,Smartphone,Low,5.0,0,32.1,365,468,-103,1,1,0.0,0.0,7.0,0.0,0.4666666666666667,2,730,Excellent,0.74,high,103,0.0012750455373406193,0.0,1,0,0,1,0,1,1,0,0.5,0.4666666666666667,0.0012750455373406193,0.5335040708434047,0.0,1.9999996003772225e-07,0.41690784113646656,41.69078411364666,Medium,0,0.41690784113646656,0,16,Brittany Crane,jasonbowers@example.org,jasonbowers,1993-03-19,Female,Port Jeremyfurt,2024-01-03,2025-01-02,Annual,0,0.4179634774853667,41.8,41.8,Medium,About to Leave,0.74,0.4666666666666667,0,0,0,1,-103,5.0,0,0,Send renewal reminder | Trigger engagement campaign | Recommend personalized content,
17,Robert Gonzalez,cday@example.com,cday,1952-05-02,Female,Quinnberg,2024-03-25,2025-03-25,Annual,Visa,Auto-renew,Regular,Clothing,Romance,Smartphone,Low,3.3,3,73.0,365,386,-21,2,1,0.00821917808219178,9.899999999999999,6.3,0.00819672131147541,0.532,2,730,Poor,0.6616,Low,21,0.001453551912568306,1.95822454308094,1,0,0,0,0,1,0,0,0.5,0.133,0.001453551912568306,0.4681946407614813,0.27154043232028374,0.3400001319999737,0.3308500671657289,33.08500671657289,Medium,0,0.3308500671657289,0,17,Robert Gonzalez,cday@example.com,cday,1952-05-02,Female,Quinnberg,2024-03-25,2025-03-25,Annual,0,0.3520864568739469,35.21,35.21,Medium,About to Leave,0.6616,0.133,0,0,0,0,-21,3.3,0,0,Send renewal reminder | Collect feedback and offer service recovery | Recommend personalized content,
18,Mindy Baxter,phumphrey@example.net,phumphrey,1978-11-16,Female,New Brandon,2024-01-23,2025-01-22,Annual,Amex,Auto-renew,Regular,Clothing,Documentary,Tablet,High,3.9,6,46.4,365,448,-83,2,3,0.01643835616438356,23.4,8.9,0.01639344262295082,0.8226666666666668,2,730,Average,0.7428000000000001,high,83,0.0022477231329690347,3.2918800292611556,1,1,0,0,0,1,1,0,0.65,0.11752380952380954,0.0022477231329690347,0.17763431917251615,0.4564739674264901,0.2200001559999688,0.4074717346443619,40.747173464436194,Medium,0,0.4074717346443619,0,18,Mindy Baxter,phumphrey@example.net,phumphrey,1978-11-16,Female,New Brandon,2024-01-23,2025-01-22,Annual,0,0.410774834953092,41.08,41.08,Medium,About to Leave,0.7428000000000001,0.1175238095238095,0,0,1,0,-83,3.9,0,0,Send renewal reminder | Assign priority support | Recommend personalized content,
19,Michael Smith,paige55@example.org,paige55,1945-08-30,Female,South Michaelhaven,2024-01-27,2025-01-26,Annual,Visa,Auto-renew,Occasional,Books,Documentary,Smart TV,Low,4.4,6,79.6,365,444,-79,1,1,0.01643835616438356,26.400000000000002,6.4,0.01639344262295082,0.4426666666666667,2,730,Good,0.6488,Low,79,0.0012094717668488162,4.1589648798521255,1,1,0,1,0,1,0,0,0.65,0.06323809523809525,0.0012094717668488162,0.5574952900571724,0.576709716702414,0.12000017599996471,0.6008732985963485,60.08732985963485,Medium,0,0.6008732985963485,0,19,Michael Smith,paige55@example.org,paige55,1945-08-30,Female,South Michaelhaven,2024-01-27,2025-01-26,Annual,0,0.5973640066628166,59.74,59.74,Medium,About to Leave,0.6488,0.0632380952380952,0,0,1,1,-79,4.4,1,0,Send renewal reminder | Assign priority support | Trigger engagement campaign | Recommend personalized content,
20,Joseph Owens,christopher25@example.org,christopher25,1979-09-29,Female,Port Derekton,2024-03-15,2025-03-15,Annual,Mastercard,Manual,Occasional,Books,Sci-Fi,Tablet,Medium,4.6,2,45.5,365,396,-31,1,2,0.005479452054794521,9.2,7.6,0.00546448087431694,0.5840000000000001,2,730,Excellent,0.7392000000000001,high,31,0.0015956284153005468,1.2626262626262625,1,0,0,0,0,1,0,0,0.5,0.19466666666666668,0.0015956284153005468,0.41621366579831776,0.1750841508058395,0.08000018399996334,0.2901714297143162,29.01714297143162,Low,0,0.2901714297143162,0,20,Joseph Owens,christopher25@example.org,christopher25,1979-09-29,Female,Port Derekton,2024-03-15,2025-03-15,Annual,0,0.2677985940716849,26.78,26.78,Low,Loyal,0.7392000000000001,0.1946666666666666,0,0,0,0,-31,4.6,0,0,Send renewal reminder | Recommend personalized content,Recommend premium Sci-Fi bundle | Recommend reading/documentary combo | Recommend mobile premium pack
21,Devin Wolf,jacobrobinson@example.com,jacobrobinson,1956-07-05,Male,New Matthewbury,2024-03-15,2025-03-15,Monthly,Visa,Manual,Regular,Electronics,Action,Tablet,Low,4.2,6,68.8,365,396,-31,2,1,0.01643835616438356,25.200000000000003,7.2,0.01639344262295082,0.5680000000000001,1,365,Good,0.6784000000000001,Medium,31,0.001551912568306011,3.826530612244898,1,1,1,0,0,1,0,1,0.8500000000000001,0.08114285714285716,0.001551912568306011,0.4322078119408296,0.530612171319738,0.16000016799996641,0.5877581412939568,58.77581412939568,Medium,0,0.5877581412939568,0,21,Devin Wolf,jacobrobinson@example.com,jacobrobinson,1956-07-05,Male,New Matthewbury,2024-03-15,2025-03-15,Monthly,0,0.611091282180284,61.11,61.11,Medium,About to Leave,0.6784000000000001,0.0811428571428571,1,0,1,0,-31,4.2,1,0,Send renewal reminder | Offer Annual Plan discount | Assign priority support | Recommend personalized content,
22,Heidi Brock,karen47@example.org,karen47,1967-02-17,Male,Lake Gloriaport,2024-01-15,2025-01-14,Monthly,Amex,Manual,Regular,Clothing,Sci-Fi,Smart TV,Low,3.9,2,58.2,365,456,-91,2,1,0.005479452054794521,7.8,6.9,0.00546448087431694,0.556,1,365,Average,0.7028,Medium,91,0.0015191256830601094,1.2853470437017995,1,0,1,0,0,1,1,1,0.7,0.18533333333333335,0.0015191256830601094,0.44420342154771353,0.17823476534476207,0.2200001559999688,0.4624631072431858,46.246310724318576,Medium,0,0.4624631072431858,0,22,Heidi Brock,karen47@example.org,karen47,1967-02-17,Male,Lake Gloriaport,2024-01-15,2025-01-14,Monthly,0,0.4493008508660496,44.93,44.93,Medium,About to Leave,0.7028,0.1853333333333333,1,0,0,0,-91,3.9,0,0,Send renewal reminder | Offer Annual Plan discount | Recommend personalized content,
23,Tracy Hardin,ronald82@example.net,ronald82,1996-02-13,Female,North Audrey,2024-04-14,2025-04-14,Monthly,Visa,Auto-renew,Regular,Books,Comedy,Smart TV,High,4.3,7,29.2,365,366,-1,2,3,0.019178082191780823,30.099999999999998,9.3,0.01912568306010929,0.8386666666666668,1,365,Good,0.7536000000000002,high,1,0.0022914389799635706,3.8071065989847717,1,1,1,0,0,1,0,1,0.8500000000000001,0.10483333333333335,0.0022914389799635706,0.16164017303000422,0.5279187085211607,0.14000017199996562,0.5541446754817623,55.414467548176226,Medium,0,0.5541446754817623,0,23,Tracy Hardin,ronald82@example.net,ronald82,1996-02-13,Female,North Audrey,2024-04-14,2025-04-14,Monthly,0,0.5463198123803854,54.63,54.63,Medium,About to Leave,0.7536000000000002,0.1048333333333333,1,0,1,0,-1,4.3,1,0,Send renewal reminder | Offer Annual Plan discount | Assign priority support | Recommend personalized content,
24,Maria White,castillokatie@example.com,castillokatie,1968-06-19,Male,West Raymond,2024-03-26,2025-03-26,Annual,Mastercard,Manual,Regular,Electronics,Drama,Smart TV,High,4.8,0,56.8,365,385,-20,2,3,0.0,0.0,9.8,0.0,0.8586666666666667,2,730,Excellent,0.8495999999999999,Very very Loyal,20,0.00234608378870674,0.0,1,0,0,0,0,1,0,0,0.5,0.8586666666666667,0.00234608378870674,0.14164749035186452,0.0,0.04000019199996163,0.24908320571416528,24.908320571416528,Low,0,0.24908320571416528,0,24,Maria White,castillokatie@example.com,castillokatie,1968-06-19,Male,West Raymond,2024-03-26,2025-03-26,Annual,0,0.2555374878070047,25.55,25.55,Low,Loyal,0.8495999999999999,0.8586666666666667,0,0,0,0,-20,4.8,0,0,Send renewal reminder | Recommend personalized content,Recommend premium Drama bundle | Recommend premium device streaming bundle | Recommend family multi-screen plan | Offer loyalty reward / premium upsell
25,Eric Johnson,lgreer@example.org,lgreer,1994-10-02,Female,North Jacob,2024-01-18,2025-01-17,Monthly,Mastercard,Auto-renew,Frequent,Electronics,Sci-Fi,Smartphone,High,4.6,4,30.5,365,453,-88,3,3,0.010958904109589041,18.4,10.6,0.01092896174863388,0.984,1,365,Excellent,0.8392,Very very Loyal,88,0.0026885245901639345,2.0161290322580645,1,0,1,0,0,1,0,1,0.7,0.1968,0.0026885245901639345,0.01636001223552186,0.27956985370609855,0.08000018399996334,0.4110850283922454,41.10850283922454,Medium,0,0.4110850283922454,0,25,Eric Johnson,lgreer@example.org,lgreer,1994-10-02,Female,North Jacob,2024-01-18,2025-01-17,Monthly,0,0.3997100092793731,39.97,39.97,Medium,About to Leave,0.8392,0.1968,1,0,0,0,-88,4.6,0,0,Send renewal reminder | Offer Annual Plan discount | Recommend personalized content,
26,Kenneth Jones,glen97@example.net,glen97,1986-09-22,Female,Shafferland,2024-02-12,2025-02-11,Monthly,Mastercard,Auto-renew,Occasional,Electronics,Comedy,Smart TV,High,3.8,7,38.6,365,428,-63,1,3,0.019178082191780823,26.599999999999998,7.8,0.01912568306010929,0.6853333333333333,1,365,Average,0.6876000000000001,Medium,63,0.0018724954462659381,4.1534810126582276,1,1,1,0,0,1,0,1,0.8500000000000001,0.08566666666666667,0.0018724954462659381,0.3149174068957429,0.5759492872236397,0.2400001519999696,0.5907404104281169,59.074041042811686,Medium,0,0.5907404104281169,0,26,Kenneth Jones,glen97@example.net,glen97,1986-09-22,Female,Shafferland,2024-02-12,2025-02-11,Monthly,0,0.6120505122167126,61.21,61.21,Medium,About to Leave,0.6876000000000001,0.0856666666666666,1,0,1,0,-63,3.8,1,0,Send renewal reminder | Offer Annual Plan discount | Assign priority support | Recommend personalized content,
27,Joel Cole,nyates@example.com,nyates,2005-03-29,Male,West Richardbury,2024-02-19,2025-02-18,Monthly,Visa,Manual,Occasional,Electronics,Horror,Smart TV,High,3.6,0,20.0,365,421,-56,1,3,0.0,0.0,7.6,0.0,0.6773333333333333,1,365,Average,0.7472,high,56,0.0018506375227686704,0.0,1,0,1,0,0,1,0,1,0.7,0.6773333333333333,0.0018506375227686704,0.32291447996699874,0.0,0.2800001439999712,0.4352765843482149,43.52765843482149,Medium,0,0.4352765843482149,0,27,Joel Cole,nyates@example.com,nyates,2005-03-29,Male,West Richardbury,2024-02-19,2025-02-18,Monthly,0,0.430467336753556,43.05,43.05,Medium,About to Leave,0.7472,0.6773333333333333,1,0,0,0,-56,3.6,0,0,Send renewal reminder | Offer Annual Plan discount | Recommend personalized content,
28,Brittany Noble,carol56@example.com,carol56,1976-11-05,Male,New John,2024-01-26,2025-01-25,Monthly,Visa,Auto-renew,Occasional,Clothing,Comedy,Smart TV,Medium,3.0,9,48.4,365,445,-80,1,2,0.024657534246575342,27.0,6.0,0.02459016393442623,0.52,1,365,Poor,0.5860000000000001,Low,80,0.0014207650273224044,5.921052631578947,1,1,1,0,0,1,0,1,0.8500000000000001,0.052000000000000005,0.0014207650273224044,0.48019025036836516,0.8210525177263315,0.400000119999976,0.6587978755620856,65.87978755620856,Medium,0,0.6587978755620856,1,28,Brittany Noble,carol56@example.com,carol56,1976-11-05,Male,New John,2024-01-26,2025-01-25,Monthly,0,0.6674424018240159,66.74,66.74,High,About to Leave,0.5860000000000001,0.052,1,0,1,0,-80,3.0,1,0,Send renewal reminder | Offer Annual Plan discount | Assign priority support | Collect feedback and offer service recovery | Recommend personalized content,
